track_id,split,genre
3274,train,Folk
3492,train,Rock
3532,train,Pop
3533,train,Pop
3534,train,Pop
3535,train,Pop
3537,train,Pop
3538,train,Pop
3573,train,Electronic
3598,train,Folk
3624,test,Rock
3707,train,Folk
3708,train,Folk
3720,train,Rock
3721,train,Rock
3722,train,Rock
3724,train,Rock
3725,train,Rock
3761,train,Rock
3762,train,Rock
3763,train,Rock
3765,train,Rock
3766,train,Rock
3775,train,International
3776,train,International
3777,train,International
3778,train,International
3779,train,International
3832,train,Folk
3833,train,Rock
3840,train,Rock
3880,train,Folk
3895,train,International
3896,train,International
3904,train,Folk
3905,train,Folk
3906,train,Folk
3908,train,Folk
3909,train,Folk
3910,train,Folk
3911,train,Folk
3912,train,Folk
3913,train,Folk
3920,train,Folk
3921,train,Folk
3950,train,Rock
4013,train,Folk
4017,train,Folk
4022,val,Rock
4037,train,Folk
4066,train,Folk
4067,train,Folk
4068,train,Folk
4069,train,Folk
4070,train,International
4071,train,International
4072,train,International
4073,train,International
4074,train,International
4075,train,International
4076,train,International
4077,train,International
4078,train,International
4079,train,International
4080,train,International
4091,train,International
4092,train,International
4093,train,International
4094,train,International
4095,train,International
4096,train,International
4097,train,International
4098,train,International
4099,train,International
4100,train,International
4101,train,International
4102,train,International
4103,train,International
4108,test,Rock
4232,train,International
4233,train,International
4234,train,International
4235,train,International
4236,train,International
4239,train,International
4450,train,Folk
4507,train,International
4508,train,International
4509,train,International
4510,train,International
4511,train,International
4519,train,Electronic
4520,train,Electronic
4521,train,Electronic
4522,train,Electronic
4682,train,Hip-Hop
4684,train,Hip-Hop
4685,train,Hip-Hop
4688,train,Hip-Hop
4777,train,Rock
4778,train,Rock
4779,train,Rock
4780,train,Rock
4781,train,Rock
4782,train,Rock
4784,train,Rock
4785,train,Rock
4786,train,Rock
4787,train,Rock
4788,train,Rock
4799,train,Rock
4835,train,Rock
4836,train,Rock
4838,train,Rock
4846,train,International
4848,train,International
4849,train,International
5006,train,Rock
5156,train,Folk
5157,train,Folk
5158,train,Folk
5159,train,Folk
5169,train,Folk
5170,train,Folk
5171,train,Folk
5191,val,Pop
5264,train,Hip-Hop
5268,train,Hip-Hop
5376,train,Folk
5381,train,Folk
5521,train,Experimental
5879,train,Folk
5936,train,Folk
5940,train,Folk
6329,train,International
6330,train,International
6331,val,International
6332,train,International
6333,val,International
6342,train,International
6354,train,International
6357,train,International
6358,val,International
6360,train,International
6363,val,International
6366,train,International
6367,train,International
6368,val,International
6370,train,International
6372,val,International
6373,train,International
6376,val,International
6379,train,International
6380,val,International
6381,train,International
6382,train,International
6383,train,International
6385,val,International
6387,train,International
6389,train,International
6390,val,International
6393,train,International
6394,train,International
6396,train,International
6406,train,Folk
6407,train,Folk
6439,train,Hip-Hop
6440,train,Hip-Hop
6442,train,Hip-Hop
6443,train,Hip-Hop
6448,train,Hip-Hop
6459,train,International
6461,val,Folk
6463,val,Folk
6467,val,Folk
6469,train,International
6517,train,Rock
6519,train,Rock
6603,train,Hip-Hop
6605,train,Hip-Hop
6606,train,Hip-Hop
6607,train,Hip-Hop
6608,train,Hip-Hop
6609,train,Hip-Hop
6610,train,Hip-Hop
6611,train,Hip-Hop
6674,train,Experimental
6675,train,Experimental
6677,train,Experimental
6679,train,Experimental
6680,train,Experimental
6684,train,Experimental
6762,val,Folk
6776,train,Rock
6778,train,Rock
6779,val,Folk
6782,val,Folk
6783,val,Folk
6788,train,Rock
6802,train,International
6803,train,International
6854,train,Folk
6855,train,Folk
6856,train,Folk
6857,train,Folk
7011,val,Electronic
7373,test,Experimental
7374,test,Experimental
7375,test,Experimental
7376,test,Experimental
7377,test,Experimental
7378,test,Experimental
7379,test,Experimental
7381,test,Experimental
7383,test,Experimental
7385,test,Experimental
7386,test,Experimental
7388,test,Experimental
7391,test,Experimental
7393,test,Experimental
7481,train,Hip-Hop
7482,train,Hip-Hop
7483,train,Hip-Hop
7487,train,Hip-Hop
7488,train,Hip-Hop
7489,train,Hip-Hop
7490,train,Hip-Hop
7491,train,Hip-Hop
7492,train,Hip-Hop
7495,train,Rock
7526,train,Pop
7527,train,Pop
7528,train,Pop
7529,train,Pop
7548,train,Experimental
7554,train,Experimental
7709,train,Folk
7710,train,Folk
7711,train,Folk
7712,train,Folk
7713,train,Folk
7872,train,Rock
8056,train,Rock
8208,train,Rock
8256,train,Folk
8259,train,Folk
8261,train,Folk
8345,train,Experimental
8357,train,Experimental
8363,train,Experimental
8372,train,Experimental
8416,train,Experimental
9152,train,Experimental
9155,test,Experimental
9307,train,Experimental
9476,train,Experimental
9477,train,Experimental
9491,train,Rock
9505,train,Experimental
9511,train,Rock
9512,train,International
9513,train,Rock
9550,val,Rock
9553,val,Rock
9555,val,Rock
9557,val,Rock
9559,val,Rock
9560,val,Rock
9678,train,Experimental
9721,train,Experimental
9846,train,Experimental
9887,train,Folk
9888,train,Folk
9918,train,Experimental
9962,train,Rock
10186,train,International
10192,train,Hip-Hop
10250,test,Instrumental
10374,train,Experimental
10375,train,Experimental
10376,train,Experimental
10377,train,Experimental
10381,test,Folk
10382,test,Folk
10383,test,Folk
10384,test,Folk
10385,test,Folk
10386,test,Folk
10387,test,Folk
10388,test,Folk
10389,test,Folk
10435,train,Experimental
10438,test,Folk
10439,test,Folk
10440,test,Folk
10441,test,Folk
10442,test,Folk
10443,test,Folk
10444,test,Folk
10447,test,Folk
10458,train,Folk
10480,test,Folk
10481,test,Folk
10485,test,Folk
10521,train,Experimental
10527,train,Experimental
10535,train,Experimental
10541,train,Experimental
10575,train,Folk
10577,train,Folk
10668,train,Rock
10669,train,Rock
10670,train,Rock
10671,train,Rock
10672,train,Rock
10673,train,Rock
10674,train,Rock
10675,train,Rock
10676,train,Rock
10677,train,Rock
10678,test,Folk
10679,test,Folk
10682,test,Folk
10684,test,Folk
10693,train,Hip-Hop
10694,train,Hip-Hop
10695,train,Hip-Hop
10696,train,Hip-Hop
10697,train,Hip-Hop
10698,train,Hip-Hop
10699,train,Hip-Hop
10805,train,Pop
10806,train,Pop
10807,train,Pop
10808,train,Pop
10809,train,Pop
10810,train,Pop
10983,train,Experimental
10992,test,Folk
10993,test,Folk
11019,test,Experimental
11020,test,Experimental
11059,test,Folk
11198,train,Pop
11199,train,Pop
11200,test,Pop
11204,test,Hip-Hop
11206,train,Electronic
11234,train,Experimental
11237,train,Experimental
11239,train,Experimental
11242,train,Experimental
11261,train,Pop
11262,train,Electronic
11264,train,Rock
11268,train,Rock
11298,train,Hip-Hop
11299,train,Hip-Hop
11306,train,Rock
11333,train,Experimental
11334,train,Experimental
11503,test,Folk
11504,test,Folk
11505,test,Folk
11508,test,Folk
11544,train,Experimental
11638,train,Instrumental
11671,train,International
11672,train,International
11673,train,International
11674,train,International
11675,train,International
11677,train,International
11679,train,International
11681,train,International
11682,train,International
11683,train,International
11763,train,Hip-Hop
11764,train,Hip-Hop
11765,train,Hip-Hop
11766,train,Hip-Hop
11767,train,Hip-Hop
11768,train,Hip-Hop
11769,train,Hip-Hop
11770,train,Hip-Hop
11771,train,Hip-Hop
11772,train,Hip-Hop
11773,train,Hip-Hop
11774,train,Hip-Hop
11775,train,Hip-Hop
11776,train,Hip-Hop
11777,train,Hip-Hop
11778,train,Hip-Hop
11779,train,Hip-Hop
11780,train,Hip-Hop
11781,train,Hip-Hop
11782,train,Hip-Hop
11783,train,Hip-Hop
11784,train,Hip-Hop
11785,train,Hip-Hop
11786,train,Hip-Hop
11787,train,Hip-Hop
11788,train,Hip-Hop
11789,train,Hip-Hop
11790,train,Hip-Hop
11791,train,Hip-Hop
11792,train,Hip-Hop
11793,train,Hip-Hop
11794,train,Hip-Hop
11795,train,Hip-Hop
11803,val,Hip-Hop
11818,train,Hip-Hop
11839,train,Hip-Hop
11861,train,Hip-Hop
11862,train,Hip-Hop
11867,train,Hip-Hop
11868,train,Hip-Hop
11916,train,Hip-Hop
11917,train,Hip-Hop
11918,train,Hip-Hop
11919,train,Hip-Hop
11920,train,Hip-Hop
11921,train,Hip-Hop
11922,train,Hip-Hop
11933,train,Rock
11937,train,Pop
11942,train,Electronic
11946,train,Experimental
11947,train,Experimental
11951,train,Experimental
12045,test,Folk
12046,test,Folk
12047,test,Folk
12048,test,Folk
12049,test,Folk
12050,test,Folk
12051,test,Folk
12052,test,Folk
12053,test,Folk
12058,test,Folk
12059,test,Folk
12060,test,Folk
12061,test,Folk
12062,test,Folk
12064,test,Folk
12065,test,Folk
12066,test,Folk
12067,test,Folk
12109,train,International
12146,train,Pop
12147,train,Pop
12173,train,Hip-Hop
12174,train,Hip-Hop
12179,test,Pop
12188,val,Pop
12189,train,Electronic
12346,train,Experimental
12348,train,Folk
12349,train,Folk
12350,train,Folk
12351,train,Folk
12352,train,Folk
12353,train,Folk
12355,train,Folk
12376,train,Pop
12387,test,Pop
12390,test,Pop
12394,train,Hip-Hop
12481,test,Folk
12482,test,Folk
12484,test,Folk
12485,test,Folk
12486,test,Folk
12487,test,Folk
12488,test,Folk
12489,test,Folk
12490,test,Folk
12508,test,Folk
12513,test,Folk
12514,test,Folk
12518,test,Pop
12521,test,Rock
12526,val,Hip-Hop
12527,val,Pop
12530,train,Pop
12531,train,Hip-Hop
12532,train,Pop
12537,train,Pop
12551,train,Pop
12552,train,Pop
12654,train,Pop
12690,test,International
12691,test,International
12692,test,International
12737,train,Experimental
12985,train,Folk
12986,train,Folk
13191,train,Pop
13197,train,Pop
13199,train,Hip-Hop
13201,val,Hip-Hop
13218,train,Pop
13220,train,Pop
13325,train,Rock
13328,test,Pop
13362,train,Pop
13378,train,Pop
13474,val,Electronic
13537,train,International
13538,train,International
13539,train,International
13540,train,International
13556,val,Rock
13561,train,Hip-Hop
13562,train,Electronic
13566,train,Hip-Hop
13571,train,Electronic
13578,test,Experimental
13591,val,Hip-Hop
13596,train,Rock
13666,test,Rock
13668,train,Electronic
13670,train,Hip-Hop
13706,test,Electronic
13707,test,Electronic
13708,test,Electronic
13709,test,Electronic
13710,test,Electronic
13711,test,Electronic
13735,train,Hip-Hop
13747,train,Hip-Hop
13748,train,Hip-Hop
13749,train,Hip-Hop
13767,train,Hip-Hop
13768,train,Hip-Hop
13804,train,Hip-Hop
13927,train,Folk
13928,train,Folk
13929,train,Folk
13930,train,Folk
14063,train,Electronic
14208,train,Electronic
14315,val,International
14316,val,International
14317,val,International
14318,val,International
14319,val,International
14320,val,International
14344,train,Electronic
14358,train,Hip-Hop
14363,val,Hip-Hop
14365,val,Hip-Hop
14386,train,Hip-Hop
14391,val,Hip-Hop
14538,train,Hip-Hop
14539,train,Hip-Hop
14541,train,Hip-Hop
14542,train,Hip-Hop
14568,train,Instrumental
14569,train,Instrumental
14570,train,Instrumental
14571,train,Instrumental
14572,train,Instrumental
14576,train,Instrumental
14577,train,Instrumental
14578,train,Instrumental
14579,train,Instrumental
14580,train,Instrumental
14581,train,Instrumental
14583,train,Instrumental
14584,train,Instrumental
14585,train,Instrumental
14586,train,Instrumental
14588,train,Instrumental
14589,train,Instrumental
14590,train,Instrumental
14601,test,International
14602,test,International
14603,test,International
14604,test,International
14653,test,Rock
14661,train,Folk
14663,test,Pop
14684,train,Folk
14690,test,Experimental
14693,train,Folk
14733,test,Rock
14734,test,Rock
14735,test,Rock
14736,test,Rock
14737,test,Rock
14738,test,Rock
14739,test,Rock
14740,test,Rock
14741,test,Rock
14742,test,Rock
14743,test,Rock
14744,test,Rock
14745,test,Rock
14809,train,Folk
14869,val,Electronic
15094,test,Experimental
15210,train,Hip-Hop
15464,train,Experimental
15469,train,Experimental
15471,train,Experimental
15475,train,Experimental
15476,train,Experimental
15487,train,International
15488,train,International
15540,train,Experimental
15541,train,Experimental
15542,train,Experimental
15543,train,Experimental
15625,train,Experimental
15769,val,Electronic
15770,val,Electronic
15771,val,Electronic
15772,val,Electronic
15773,val,Electronic
15880,train,International
16095,train,Pop
16155,train,Pop
16158,train,Pop
16162,train,Hip-Hop
16163,train,Pop
16334,train,International
16337,test,Pop
16338,test,Pop
16339,test,Pop
16340,test,Pop
16354,train,Rock
16743,train,International
16744,train,International
16745,train,International
16747,train,International
16819,train,Rock
16820,train,Rock
16821,train,Rock
16822,train,Rock
16878,train,Hip-Hop
16879,train,Hip-Hop
16880,train,Hip-Hop
16895,val,Pop
16994,test,Rock
16995,test,Rock
16997,test,Rock
17132,train,Folk
17344,val,Pop
17345,val,Pop
17462,train,Rock
17491,train,Hip-Hop
17496,train,Hip-Hop
17499,train,Hip-Hop
17500,train,Hip-Hop
17573,train,Experimental
17588,train,Electronic
17605,train,International
17606,train,International
17607,train,International
17608,train,International
17609,train,International
17610,train,International
17611,train,International
17631,train,International
17632,train,International
17633,train,International
17634,train,International
17635,train,International
17636,train,International
17637,train,International
17644,train,Experimental
17735,train,Rock
17782,train,Hip-Hop
17884,train,Electronic
17906,train,Pop
18031,train,International
18032,train,International
18033,train,International
18034,train,International
18037,val,International
18038,val,International
18039,val,International
18043,train,International
18044,train,International
18112,test,Experimental
18124,train,Experimental
18144,train,Pop
18145,train,Pop
18146,train,Pop
18159,train,Folk
18197,train,Rock
18350,test,Folk
18607,train,Rock
18611,train,Rock
18876,train,Experimental
18877,train,Experimental
18887,train,Rock
19073,train,Pop
19074,train,Pop
19179,train,Rock
19184,train,Rock
19187,train,Rock
19192,train,Experimental
19412,train,Pop
19413,train,Pop
19415,train,Pop
19416,train,Pop
19417,train,Pop
19418,train,Pop
19420,train,Pop
19422,train,Pop
19423,train,Pop
19425,train,Pop
19438,train,Hip-Hop
19439,test,Hip-Hop
19441,train,Pop
19442,train,Pop
19459,train,International
19673,val,International
19674,val,International
19685,test,Rock
19689,val,Pop
19707,train,Folk
19708,train,Folk
19729,train,Hip-Hop
19758,train,Pop
19759,train,Pop
19760,train,Pop
19889,train,International
19890,train,International
19891,train,International
20050,train,Rock
20296,test,Experimental
20361,train,Instrumental
20362,train,Instrumental
20364,train,Instrumental
20365,train,Instrumental
20366,train,Instrumental
20369,train,Instrumental
20372,train,Instrumental
20373,train,Instrumental
20374,train,Instrumental
20375,train,Instrumental
20376,train,Instrumental
20424,train,Experimental
20432,train,International
20469,train,Hip-Hop
20667,test,Electronic
20704,train,Pop
20818,val,Experimental
21058,train,Experimental
21085,train,Electronic
21087,train,Folk
21167,train,Electronic
21228,train,Hip-Hop
21231,train,Pop
21232,train,Pop
21400,train,Pop
21401,train,Pop
21402,train,Pop
21403,train,Pop
21404,train,Pop
21409,train,Pop
21422,train,Electronic
21565,val,Pop
21587,val,Pop
21657,train,Pop
21672,train,Pop
21676,train,Pop
21677,train,Pop
21707,train,Folk
21774,train,Experimental
21842,train,Electronic
21859,train,Rock
21860,train,Rock
21891,train,Electronic
21895,train,Electronic
21995,test,Pop
21996,test,Pop
21997,test,Pop
21998,test,Pop
21999,test,Pop
22000,test,Pop
22001,test,Pop
22088,train,Hip-Hop
22091,train,Hip-Hop
22093,train,Rock
22094,train,Hip-Hop
22095,train,Electronic
22097,train,Pop
22150,val,Experimental
22295,train,Hip-Hop
22296,val,Hip-Hop
22315,val,International
22348,train,Pop
22472,train,Pop
22473,train,Pop
22474,train,Pop
22475,train,Pop
22476,train,Pop
22477,train,Pop
22478,train,Pop
22479,train,Pop
22480,train,Pop
22481,train,Pop
23010,test,Electronic
23013,train,Electronic
23014,val,Folk
23015,train,Folk
23016,train,Electronic
23037,train,Rock
23039,train,Pop
23041,test,Rock
23063,test,Experimental
23155,train,International
23156,train,International
23172,train,Rock
23329,val,Experimental
23353,train,Electronic
23355,val,Electronic
23371,train,Folk
23372,train,Electronic
23505,train,Electronic
23862,test,Electronic
24216,train,Experimental
24217,train,Experimental
24218,train,Experimental
24362,train,International
24363,train,International
24364,train,International
24365,train,International
24366,train,International
24367,train,International
24368,train,International
24369,train,International
24370,train,International
24371,train,International
24418,train,Hip-Hop
24420,train,Hip-Hop
24421,train,Hip-Hop
24422,train,Hip-Hop
24423,train,Hip-Hop
24424,train,Hip-Hop
24425,train,Hip-Hop
24426,train,Hip-Hop
24427,train,Hip-Hop
24428,train,Hip-Hop
24429,train,Hip-Hop
24430,train,Hip-Hop
24431,train,Hip-Hop
24432,train,Hip-Hop
24512,train,Experimental
24515,train,Experimental
24521,train,Experimental
24524,train,Experimental
24698,train,International
24699,train,International
24700,train,International
24701,train,International
24702,train,International
24717,train,International
24720,train,International
24739,train,International
24741,train,International
24742,train,International
24745,train,International
24746,train,International
24747,train,International
24748,train,International
24749,train,International
24842,train,International
24898,train,Experimental
24899,train,Experimental
24901,train,Experimental
24912,train,Experimental
24915,train,Experimental
24917,train,Experimental
24963,train,Experimental
24975,train,Experimental
24983,train,Experimental
25028,val,International
25029,val,International
25030,val,International
25031,val,International
25032,val,International
25033,val,International
25055,test,Pop
25063,train,Experimental
25066,train,Electronic
25104,train,Pop
25124,train,Pop
25215,train,International
25216,train,International
25227,train,International
25232,train,International
25233,train,International
25234,train,International
25235,train,International
25324,train,Experimental
25378,train,Electronic
25601,train,International
25603,train,International
25605,train,International
25606,train,International
25608,train,International
25609,train,International
25668,val,International
25669,val,International
25670,val,International
25795,train,International
25796,train,International
25797,train,International
25802,train,International
25804,train,International
26007,train,Hip-Hop
26008,train,Hip-Hop
26010,train,Hip-Hop
26011,train,Hip-Hop
26012,train,Hip-Hop
26013,train,Hip-Hop
26014,train,Hip-Hop
26016,train,Hip-Hop
26017,train,Hip-Hop
26020,train,Hip-Hop
26021,train,Hip-Hop
26022,train,Hip-Hop
26025,train,Hip-Hop
26026,train,Hip-Hop
26034,train,Hip-Hop
26035,train,Hip-Hop
26036,train,Hip-Hop
26169,train,Pop
26174,train,Pop
26298,train,Pop
26301,train,Experimental
26302,train,Folk
26307,train,Experimental
26322,train,Experimental
26464,train,Folk
26465,train,Folk
26466,train,Folk
26583,train,Experimental
26600,train,Experimental
26605,train,Experimental
26629,train,Electronic
26638,train,Rock
26639,train,Rock
26640,train,Rock
26641,train,Rock
26642,train,Rock
26643,train,Rock
26651,train,Electronic
26652,train,Electronic
26653,train,Electronic
26654,train,Electronic
26655,train,Electronic
26656,train,Electronic
26657,train,Electronic
26658,train,Electronic
26659,train,Electronic
26674,train,Rock
26681,train,Rock
26754,train,Pop
26765,train,Pop
26859,test,Electronic
26861,test,Electronic
26902,test,Electronic
26904,test,Electronic
26905,test,Electronic
26906,test,Electronic
27164,train,Pop
27177,train,Electronic
27194,train,International
27195,train,International
27197,train,International
27198,train,International
27258,train,Folk
27406,train,Electronic
27454,train,Experimental
27455,train,Experimental
27456,train,Experimental
27547,train,Pop
27548,train,Pop
27549,train,Pop
27550,train,Pop
27551,train,Pop
27552,train,Pop
27609,train,International
27610,train,International
27611,train,International
27612,train,International
27613,train,International
27667,train,Electronic
27673,train,Electronic
27797,train,Pop
27798,val,Electronic
27799,train,Hip-Hop
27802,train,Pop
27803,train,Experimental
27804,train,Folk
27805,train,Pop
27855,train,Folk
27856,train,Folk
27866,train,Experimental
27945,train,Experimental
27953,train,International
27975,train,International
27978,train,International
27981,train,International
27987,train,International
28070,test,Rock
28072,test,Rock
28179,test,Electronic
28241,train,Experimental
28260,train,Rock
28266,test,Rock
28274,val,Rock
28375,val,Experimental
28376,val,Experimental
28477,train,Pop
28478,train,Pop
28479,train,Pop
28480,train,Pop
28481,train,Pop
28482,train,Pop
28483,train,Pop
28484,train,Pop
28485,train,Pop
28546,train,Electronic
28548,train,Electronic
28553,train,Electronic
28571,train,Experimental
28608,train,Pop
28692,test,Rock
28802,test,Pop
29037,val,Electronic
29039,val,Electronic
29040,val,Electronic
29041,val,Electronic
29042,val,Electronic
29043,val,Electronic
29044,val,Electronic
29045,train,Pop
29128,train,Pop
29180,train,Pop
29243,train,Pop
29245,train,Pop
29255,train,Pop
29271,train,Pop
29272,train,Experimental
29350,val,International
29351,test,International
29355,train,International
29465,train,Experimental
29480,train,Folk
29526,val,Electronic
29528,val,Electronic
29530,val,Electronic
29587,train,Hip-Hop
29602,train,Hip-Hop
29673,train,Electronic
29718,train,Hip-Hop
29719,train,Hip-Hop
29720,train,Hip-Hop
29721,train,Hip-Hop
29738,train,Experimental
29739,train,Experimental
29740,train,Experimental
29741,train,Experimental
29742,train,Experimental
29744,train,Experimental
29745,train,Experimental
29746,train,Experimental
29747,train,Experimental
29750,train,Experimental
29752,train,Experimental
29807,train,Rock
29813,train,Rock
29816,train,Electronic
29961,train,Hip-Hop
29971,train,Folk
30041,train,Hip-Hop
30043,train,Hip-Hop
30050,train,Hip-Hop
30056,train,Hip-Hop
30058,train,Hip-Hop
30059,train,Hip-Hop
30090,train,Experimental
30095,train,Experimental
30120,train,Experimental
30196,train,Instrumental
30198,train,Experimental
30230,train,Hip-Hop
30316,test,Experimental
30486,train,Pop
30487,train,Pop
30488,train,Pop
30519,train,Electronic
30520,train,Electronic
30521,train,Electronic
30522,train,Electronic
30636,train,Experimental
30682,val,Experimental
30690,train,Experimental
30702,val,Experimental
30740,train,Experimental
30895,val,Electronic
31040,train,Electronic
31041,train,Electronic
31042,train,Electronic
31043,train,Electronic
31044,train,Electronic
31165,train,International
31356,train,Folk
31389,train,Folk
31390,train,Folk
31391,train,Folk
31392,train,Folk
31568,val,Electronic
31807,train,Folk
31887,train,International
31888,train,International
31889,train,International
31999,train,Rock
32001,train,Rock
32021,train,Rock
32075,train,Rock
32081,train,Rock
32218,train,Electronic
32325,train,Pop
32326,train,Pop
32327,train,Pop
32328,train,Pop
32329,train,Pop
32330,train,Pop
32331,train,Pop
32332,train,Pop
32333,train,Pop
32334,train,Pop
32335,train,Pop
32336,train,Pop
32337,train,Pop
32338,train,Pop
32339,train,Pop
32340,train,Pop
32433,train,Electronic
32435,test,Electronic
32437,train,Electronic
32438,train,Electronic
32439,train,Electronic
32525,train,Pop
32686,train,Hip-Hop
32687,train,Hip-Hop
32689,train,Hip-Hop
32693,train,Hip-Hop
32694,train,Hip-Hop
32695,train,Hip-Hop
32755,train,Hip-Hop
32756,val,Folk
32759,train,Pop
32760,train,Pop
32800,train,Folk
32882,train,Hip-Hop
33020,train,Rock
33049,train,Folk
33050,train,Folk
33064,train,Electronic
33067,train,International
33068,train,International
33069,train,International
33070,train,International
33071,train,International
33072,train,International
33123,train,Electronic
33124,train,Electronic
33203,train,Electronic
33216,train,Electronic
33221,train,Electronic
33278,train,Experimental
33415,train,International
33422,train,International
33424,train,International
33426,train,International
33446,train,Folk
33459,train,Rock
33460,train,Rock
33461,train,Rock
33465,train,Rock
33477,train,Experimental
33486,val,Experimental
33538,train,Rock
33992,test,Rock
34003,train,Experimental
34147,train,Folk
34167,train,Hip-Hop
34257,train,Experimental
34258,train,Experimental
34263,train,Experimental
34484,train,Folk
34510,train,Experimental
34511,train,Pop
34994,train,Experimental
34996,train,Experimental
35007,train,Experimental
35008,val,Experimental
35182,test,Pop
35184,test,Pop
35198,test,Experimental
35199,test,Experimental
35204,test,Experimental
35296,train,Electronic
35299,train,Electronic
35443,train,Folk
35444,train,Experimental
35462,val,Experimental
35527,train,Rock
35534,train,Rock
35535,train,Rock
35537,train,Rock
35539,train,Rock
35541,train,Rock
35543,train,Rock
35544,test,Pop
35545,test,Pop
35549,test,Pop
35550,test,Pop
35569,test,Electronic
35571,train,Rock
35608,test,Pop
35734,train,Folk
36096,test,Electronic
36097,test,Electronic
36099,test,Electronic
36143,train,Electronic
36144,train,Electronic
36145,train,Electronic
36146,train,Electronic
36147,train,Electronic
36245,val,Electronic
36257,val,Electronic
36258,val,Electronic
36261,val,Electronic
36272,train,International
36273,train,International
36275,train,International
36277,train,International
36302,test,Hip-Hop
36304,train,Hip-Hop
36322,train,Folk
36333,train,Folk
36371,train,Pop
36380,train,Electronic
36388,train,Pop
36428,train,Electronic
36435,train,Electronic
36481,train,Rock
36526,train,Rock
36560,val,Pop
36567,train,Experimental
36614,train,Pop
36615,train,Pop
36616,train,Pop
36618,train,Pop
36643,train,Pop
36659,train,Electronic
36799,test,Experimental
36959,test,Pop
36961,test,Pop
36965,test,Pop
36966,test,Pop
36983,train,Hip-Hop
36984,train,Hip-Hop
36985,train,Hip-Hop
36986,train,Hip-Hop
36987,train,Hip-Hop
36988,train,Hip-Hop
36990,train,Hip-Hop
36992,train,Hip-Hop
36994,train,Hip-Hop
36997,train,Hip-Hop
36998,test,Electronic
36999,train,International
37041,train,Experimental
37111,train,Instrumental
37113,train,Instrumental
37119,train,Instrumental
37121,train,Experimental
37131,train,Electronic
37136,train,Pop
37141,train,Instrumental
37147,train,Rock
37324,train,Pop
37325,train,Pop
37368,train,Pop
37369,train,Pop
37416,train,Hip-Hop
37417,train,Hip-Hop
37423,train,Hip-Hop
37538,train,Experimental
37592,train,Rock
37725,train,Rock
37727,train,Rock
37730,train,Rock
37731,train,Rock
37779,train,Experimental
37781,train,Experimental
37784,train,Experimental
37859,train,Rock
37911,train,Instrumental
37920,train,Electronic
38312,train,Experimental
38321,train,International
38323,train,International
38326,train,International
38351,train,International
38352,train,International
38353,train,International
38354,train,International
38361,train,Folk
38362,train,Folk
38363,train,Folk
38365,train,International
38399,train,Folk
38435,train,Rock
38450,train,Experimental
38522,train,Rock
38557,train,Rock
38560,train,International
38775,test,International
38776,test,International
38777,test,International
38778,test,International
38779,test,International
38780,test,International
38781,test,International
38782,test,International
38783,test,International
38784,test,International
38785,test,International
38817,test,International
38818,test,International
38819,test,International
38820,test,International
38821,test,International
38822,test,International
38823,test,International
38824,test,International
38825,test,International
38826,test,International
38827,test,International
38828,test,International
38829,test,International
